step,epoch,loss,lr
571,2,0.90590942,8.58e-06
572,2,0.80083650,8.61e-06
573,2,0.94499767,8.61e-06
574,2,0.85768050,8.64e-06
575,2,0.86182308,8.64e-06
576,2,0.89285719,8.67e-06
577,2,0.81140751,8.67e-06
578,2,0.82292098,8.7e-06
579,2,0.88042921,8.7e-06
580,2,0.86746633,8.73e-06
581,2,0.84376895,8.73e-06
582,2,0.82145852,8.76e-06
583,2,0.80651087,8.76e-06
584,2,0.89172471,8.79e-06
585,2,0.89362776,8.79e-06
586,2,0.81114191,8.82e-06
587,2,0.80750769,8.82e-06
588,2,0.77091998,8.85e-06
589,2,0.78135031,8.85e-06
590,2,0.81501663,8.88e-06
591,2,0.89560771,8.88e-06
592,2,0.81206799,8.91e-06
593,2,0.87998813,8.91e-06
594,2,0.76425147,8.94e-06
595,2,0.76531708,8.94e-06
596,2,0.87747335,8.97e-06
597,2,0.79986471,8.97e-06
598,2,0.85265034,9e-06
599,2,0.72240579,9e-06
600,2,0.77855957,9.03e-06
601,2,0.84464663,9.03e-06
602,2,0.92279053,9.06e-06
603,2,0.90608180,9.06e-06
604,2,0.85183620,9.09e-06
605,2,0.88074130,9.09e-06
606,2,0.81368178,9.12e-06
607,2,0.75354117,9.12e-06
608,2,0.78244770,9.15e-06
609,2,0.93859333,9.15e-06
610,2,0.90587187,9.18e-06
611,2,0.87452435,9.18e-06
612,2,0.86492646,9.21e-06
613,2,0.86735189,9.21e-06
614,2,0.90976620,9.24e-06
615,2,0.79293251,9.24e-06
616,2,0.80318904,9.27e-06
617,2,0.77820653,9.27e-06
618,2,0.75679845,9.3e-06
619,2,0.83914632,9.3e-06
620,2,0.74909723,9.33e-06
621,2,0.78884077,9.33e-06
622,2,0.78967541,9.36e-06
623,2,0.88075370,9.36e-06
624,2,0.74653006,9.39e-06
625,2,0.85628200,9.39e-06
626,2,0.93158710,9.42e-06
627,2,0.72643369,9.42e-06
628,2,0.82273614,9.45e-06
629,2,0.80712074,9.45e-06
630,2,0.84936541,9.48e-06
631,2,0.79547215,9.48e-06
632,2,0.82891721,9.51e-06
633,2,0.85775089,9.51e-06
634,2,0.71779335,9.54e-06
635,2,0.86340630,9.54e-06
636,2,0.82990378,9.57e-06
637,2,0.79066932,9.57e-06
638,2,0.77839202,9.6e-06
639,2,0.76348495,9.6e-06
640,2,0.73429763,9.63e-06
641,2,0.82371259,9.63e-06
642,2,0.85210502,9.66e-06
643,2,0.84336901,9.66e-06
644,2,0.74393833,9.69e-06
645,2,0.81368995,9.69e-06
646,2,0.87386596,9.72e-06
647,2,0.76268554,9.72e-06
648,2,0.89640689,9.75e-06
649,2,0.85561502,9.75e-06
650,2,0.77684414,9.78e-06
651,2,0.83810633,9.78e-06
652,2,0.76348102,9.81e-06
653,2,0.71779889,9.81e-06
654,2,0.85749030,9.84e-06
655,2,0.83834857,9.84e-06
656,2,0.79275966,9.87e-06
657,2,0.77610147,9.87e-06
658,2,0.81893033,9.9e-06
659,2,0.83062238,9.9e-06
660,2,0.80233496,9.93e-06
661,2,0.79012460,9.93e-06
662,2,0.76148003,9.96e-06
663,2,0.85339594,9.96e-06
664,2,0.79727733,9.99e-06
665,2,0.72916520,9.99e-06
666,2,0.80250049,1.002e-05
667,2,0.79513091,1.002e-05
668,2,0.74534249,1.005e-05
669,2,0.78723586,1.005e-05
670,2,0.71657753,1.008e-05
671,2,0.68799323,1.008e-05
672,2,0.70441926,1.011e-05
673,2,0.83349919,1.011e-05
674,2,0.82051390,1.014e-05
675,2,0.76611441,1.014e-05
676,2,0.82164276,1.017e-05
677,2,0.70300043,1.017e-05
678,2,0.75552386,1.02e-05
679,2,0.83686507,1.02e-05
680,2,0.68505377,1.023e-05
681,2,0.84517545,1.023e-05
682,2,0.83372295,1.026e-05
683,2,0.69552791,1.026e-05
684,2,0.78807640,1.029e-05
685,2,0.91311920,1.029e-05
686,2,0.77911425,1.032e-05
687,2,0.76209486,1.032e-05
688,2,0.91291803,1.035e-05
689,2,0.83612967,1.035e-05
690,2,0.76383197,1.038e-05
691,2,0.75222367,1.038e-05
692,2,0.73014611,1.041e-05
693,2,0.71085852,1.041e-05
694,2,0.78492022,1.044e-05
695,2,0.78732598,1.044e-05
696,2,0.76610923,1.047e-05
697,2,0.71374452,1.047e-05
698,2,0.81807154,1.05e-05
699,2,0.80241680,1.05e-05
700,2,0.85106701,1.053e-05
701,2,0.72298467,1.053e-05
702,2,0.85685009,1.056e-05
703,2,0.73831296,1.056e-05
704,2,0.74269652,1.059e-05
705,2,0.73626804,1.059e-05
706,2,0.74112862,1.062e-05
707,2,0.79812062,1.062e-05
708,2,0.69371432,1.065e-05
709,2,0.78250647,1.065e-05
710,2,0.80997658,1.068e-05
711,2,0.79527205,1.068e-05
712,2,0.69340372,1.071e-05
713,2,0.76117861,1.071e-05
714,2,0.75961185,1.074e-05
715,2,0.78264749,1.074e-05
716,2,0.80053163,1.077e-05
717,2,0.81257981,1.077e-05
718,2,0.81504047,1.08e-05
719,2,0.71163625,1.08e-05
720,2,0.75698507,1.083e-05
721,2,0.70523304,1.083e-05
722,2,0.71891284,1.086e-05
723,2,0.85717458,1.086e-05
724,2,0.81258774,1.089e-05
725,2,0.71135080,1.089e-05
726,2,0.79227656,1.092e-05
727,2,0.81145877,1.092e-05
728,2,0.76660430,1.095e-05
729,2,0.72275007,1.095e-05
730,2,0.74813199,1.098e-05
731,2,0.80914378,1.098e-05
732,2,0.78452772,1.101e-05
733,2,0.80037999,1.101e-05
734,2,0.71741140,1.104e-05
735,2,0.74967813,1.104e-05
736,2,0.70564735,1.107e-05
737,2,0.71739113,1.107e-05
738,2,0.68038821,1.11e-05
739,2,0.73847449,1.11e-05
740,2,0.83925313,1.113e-05
741,2,0.69986379,1.113e-05
742,2,0.79358423,1.116e-05
743,2,0.71279228,1.116e-05
744,2,0.71004361,1.119e-05
745,2,0.81708646,1.119e-05
746,2,0.74524450,1.122e-05
747,2,0.67149723,1.122e-05
748,2,0.86018348,1.125e-05
749,2,0.74486244,1.125e-05
750,2,0.81773067,1.128e-05
751,2,0.83401620,1.128e-05
752,2,0.79542184,1.131e-05
753,2,0.88111007,1.131e-05
754,2,0.73797888,1.134e-05
755,2,0.80392551,1.134e-05
756,2,0.79334706,1.137e-05
757,2,0.82175422,1.137e-05
758,2,0.77496815,1.14e-05
759,2,0.66513622,1.14e-05
760,2,0.68982857,1.143e-05
761,2,0.73671663,1.143e-05
762,2,0.85449409,1.146e-05
763,2,0.80397666,1.146e-05
764,2,0.75768661,1.149e-05
765,2,0.80316639,1.149e-05
766,2,0.76822126,1.152e-05
767,2,0.74256176,1.152e-05
768,2,0.70971912,1.155e-05
769,2,0.76955986,1.155e-05
770,2,0.76420557,1.158e-05
771,2,0.84276074,1.158e-05
772,2,0.71228290,1.161e-05
773,2,0.71463025,1.161e-05
774,2,0.66769814,1.164e-05
775,2,0.84668100,1.164e-05
776,2,0.76782095,1.167e-05
777,2,0.65525734,1.167e-05
778,2,0.77426171,1.17e-05
779,2,0.82016248,1.17e-05
780,2,0.78820825,1.173e-05
781,2,0.75576419,1.173e-05
782,2,0.66482139,1.176e-05
783,2,0.78936380,1.176e-05
784,2,0.82309866,1.179e-05
785,2,0.75500792,1.179e-05
786,2,0.75557584,1.182e-05
787,2,0.74807549,1.182e-05
788,2,0.71195400,1.185e-05
789,2,0.76144457,1.185e-05
790,2,0.78775430,1.188e-05
791,2,0.63837743,1.188e-05
792,2,0.69781697,1.191e-05
793,2,0.66786641,1.191e-05
794,2,0.75232166,1.194e-05
795,2,0.78356302,1.194e-05
796,2,0.74078190,1.197e-05
797,2,0.76115239,1.197e-05
798,2,0.75730026,1.2e-05
799,2,0.71246374,1.2e-05
800,2,0.73373550,1.203e-05
801,2,0.77268159,1.203e-05
802,2,0.73202014,1.206e-05
803,2,0.73515940,1.206e-05
804,2,0.75506252,1.209e-05
805,2,0.73052919,1.209e-05
806,2,0.73991573,1.212e-05
807,2,0.77330422,1.212e-05
808,2,0.71926951,1.215e-05
809,2,0.73618293,1.215e-05
810,2,0.76713192,1.218e-05
811,2,0.81098485,1.218e-05
812,2,0.72237051,1.221e-05
813,2,0.68089342,1.221e-05
814,2,0.73585033,1.224e-05
815,2,0.74614972,1.224e-05
816,2,0.71516645,1.227e-05
817,2,0.68788850,1.227e-05
818,2,0.66749811,1.23e-05
819,2,0.73008573,1.23e-05
820,2,0.74360293,1.233e-05
821,2,0.66132820,1.233e-05
